Event Name,Start,End,Location,Description,Organizer,Event URL,City
Weekly Sat Night Boat Party| Hip Hop & Reggae DJs | 21 & Over (NYC),"August 12, 2023, 11:00 PM","August 13, 2023, 03:00 AM","2430 FDR Dr. East Service Road, New York, NY 10010","HIP HOP / REGGAE YACHT PARTIES IN NY - NY'S HOTTEST – SATURDAY NIGHT YACHT PARTY 10 YEARS RUNNING!Join us for a dance cruise featuring NYC's Hottest DJs where you can party the night away and take in Manhattan Landmarks including the Statue of Liberty, Brooklyn Bridge, Manhattan Bridge, Empire State Building & more!P﻿opular with both locals and out-of-town visitors, this series of yacht parties features live DJs spinning hits and classics that will get you and your friends on the dance floor.Get selfie-ready for your photos with the illuminated Manhattan skyline and Lady Liberty as your backdrop. These parties are the perfect setting for your next birthday party, bachelor/ette outing, or anything in between.D﻿ETAILS:2﻿1 & OverLocation: The Jewel Yacht located at Sky Port Marina: 2430 FDR Dr, New York, NY 10010Board: 10:45pmSail: 11:30pm (with or without you)All ticket sales are final. No Refunds, no exceptionsDUE TO HIGH VOLUME OF TICKETS BEING SOLD, PLEASE ARRIVE EARLY TO AVOID LONG LINES (PLAN FOR TRAFFIC AND GIVE YOURSELF TIME TO PARK).PLEASE NOTE: YOU ARE RESPONSIBLE FOR FOLLOWING DRESS CODE, ENTRANCE, ATTENDANCE & IDENTIFICATION POLICIES – ENTRY MAY BE DENIED IF GUIDELINES ARE NOT FOLLOWED & A REFUND WILL NOT BE ISSUED IN ANY SCENARIO.ID REQUIRED.Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Men Dark Sneakers okay with collared shirt or button up.(NO T-shirts or any athletic wear, unless Hawaiian gear or print).THE DETAILS:Boat: Jewel YachtBoarding: 10:45pm (arrive early and plan for traffic and time to find parking)Sail: 11:30am (boat will leave with or without you and tickets are non-refundable)Skyport Marina (The Jewel Yacht) located at 2430 FDR Dr, New York, NY 10010ID is a Must. Cash Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck! The party happens rain or shine!",https://www.eventbrite.com/o/jen-s-25364993711,https://www.eventbrite.com/e/weekly-sat-night-boat-party-hip-hop-reggae-djs-21-over-nyc-tickets-577581179857,NYC
"SAT, AUG 26TH - LATIN & REGGAETON SUMMER WAVES NYC SUNSET BOOZE CRUISE","August 26, 2023, 05:30 PM","August 26, 2023, 10:00 PM","23rd St FDR Drive, New York, NY 10010","THE LATIN & REGGAETON SUMMER WAVES NYC SUNSET BOOZE CRUISE Prepare to embark on an extraordinary summer adventure like no other! Join us as we unveil the ultimate Latin Vibes Sunset Yacht Party in NYC, promising an unforgettable experience filled with non-stop dancing, infectious vibes, and pure summer fun. Step aboard our magnificent yacht and let the sparkling waters of the city become our playground.Feel the irresistible rhythm taking hold as our expert DJs spin the hottest Latin and Reggaeton beats, from salsa to merengue, bachata to reggaeton. The dance floor will be ablaze with energy, enticing you to move your hips and groove to the pulsating sounds that will ignite the night.The awe-inspiring views of the iconic city skyline will serve as a breathtaking backdrop, setting the stage for an evening of enchantment and everlasting memories. Sip on your favorite cocktails and let the music transport you to a state of pure bliss. Connect with kindred spirits, dance under the twinkling stars, and surrender to the liberating essence of the night.Tickets are limited, so seize the moment and secure your spot for this once-in-a-lifetime Latin Vibes Sunset Yacht Party. Gather your friends, embrace the anticipation, and let's embark on a journey infused with laughter, joy, and an unwavering spirit of celebration. Together, we'll sail away into a realm where unforgettable experiences are born.Your Experience Includes:2 levels of climate controlled cabins - Main Floor and Upper DeckHookah available upon requestVIP Bottle Service and Sections Available - Call/Text (929)-333-4651 and/or email NYCCruiseparty@gmail.com for more informationWaitress Service - order drinks right to your tableFood available for purchaseLive music provided by top DJs all night long - Latin , Reggaeton, & House Music!Large indoor dance floor and indoor seating areasEtiquette:Dress COMFORTABLE & LIGHT No  joggers, sweats, or basketball shorts!Event Information:Location @ CABANA YACHT - 2 Levels Climate Controlled Main Floor + Upper Deck Skyport Marina Cabana Yacht 23rd Street & FDR Drive, New York, NY 10010Boarding: 5:45PM | Returning: 10:00PM21+ w/ Physical ID | Drinks | Hookah Available | Bottle Service | Dinner Menu | Live Music Birthday Celebrations | Anniversary | Graduation | Bachelor/Bachelorette | Holiday Inquiries: Call/Text: (929)-333-4651 | Email: NYCCruiseparty@gmail.com | Visit: www.NYCCruiseparty.com",https://www.eventbrite.com/o/social-society-group-58902016983,https://www.eventbrite.com/e/sat-aug-26th-latin-reggaeton-summer-waves-nyc-sunset-booze-cruise-tickets-680523392787,NYC
iBoatNYC Multiple Levels Boat Party - Latin Music - Hip-Hop / R&B - EDM,"August 11, 2023, 10:00 PM","August 12, 2023, 02:00 AM","353 West, New York, NY 10014","After nearly 600 sold out concert cruises, iBoatNYC returns in 2023 for Season 4! With over 150 boat parties featuring top international talent, this year's lineup is set to impress across biggest US cities including New York and San Diego. Experience the ultimate concert cruise with multiple levels of music like no other. Get ready to groove to the hottest DJs & artists while enjoying breathtaking views of  Manhattan Skyline and the Statue of Liberty! Warm breezes, city views,  brilliant sunsets melting into moonlit waves while indulging in delicious bites of food!The #1 boat party in America!Mark your calendars for Fridays and Saturdays from April to November and join us at Hornblower's Pier 40 for an unforgettable experience. Bring your friends and family on a lavish ride around New York as we enjoy weekend events! It’s a night for fun, family and friends!Your iBoat Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - Call/text Allan (646)-263-4593 and/or email rsvp@iboatnyc.com for the Bottle Services Flyer & Packages.Open-Air deck and a climate-controlled cabins. 3+ levels of music (Outdoor Floor of Music ; Two Indoor Floors of Music).Live DJs playing all styles of music. Special guests!Rain? No problem, there are two large  indoor dance floors and indoor sitting areas! Food Available for Purchase. Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed). Birthday and Special occasion flyers available as  add-ons in the ticket section!VIP Ticket Includes Express Line Entry.Free Street Parking Available around the Pier (it is relatively easy to find parking).  Pier 15 has parking garages for an average of $40.00 per vehicle. Pier 40 also serves as a large parking complex with an average rate of $40.00 per vehicle.The dress code is Dress to Impress: No hats | No Tims/boots | No joggers | No sweats | No basketball shorts. Contact us for more information & special reservations: rsvp@iboatnyc.com or call / text  Allan  (646) 263 -4593Dinner Menu Includes:- ""Wendy Style"" Fish n' Chips[ Fried Fish, Oven Roasted Potatoes, Sauteed String Beans & Baby Carrots ]- Wendy’s Famous Jerk Chicken[ Jamaican Jerk Chicken, Pasta Salad, Fried Plantains, Rice & Beans ] - Italian Stallion Baked Ziti[ Baked Ziti, Oven Roasted Potatoes, Mixed Green Salad ] - The Loaded Mediterranean Falafel Bowl[ Authentic Palestinian Falafels, Sauteed String Beans & Baby Carrots, Rice & Beans,  Mixed Green Salad ]Mix & Match + add more to your plate (at no extra cost 😉)! Buffet Style! - Wild Wild West Buffalo Wings- Blast to the Past Chicken Nuggets- All American Mac n Cheese- Deli Pasta Salad- Empanadas (Beef, Chicken, & Cheese)+ our Famous Crust Nation Pizza powered by Table 87Event Information:Boarding: 10 PMDeparture: 10:30 PMReturn: 1.30 AMEnds: 2 AMRain or Shine21 & over with proper ID (no pictures of ID accepted)Did you enjoy your concert cruise experiences? Learn more about our partner Hudson-360.com, one of NYC's premier audio and visual production companies that offers event production & marketing services, audio and visual solutions and can book any artist for your next event.MENUS",https://www.eventbrite.com/o/iboatnyc-12316350145,https://www.eventbrite.com/e/iboatnyc-multiple-levels-boat-party-latin-music-hip-hop-rb-edm-tickets-666204604907,NYC
Hip Hop & Hookah Boat Ride Party Cruise,"August 18, 2023, 06:00 PM","August 18, 2023, 10:00 PM","353 West, New York, NY 10014","Get ready to drop it down and bring it up to some of the best Hip Hop and R&B Hits while smoking your favorite Hookah, it’s time to party New York! Let Manhattan waters be your ultimate retreat, with views of the Skyline and the Lady Liberty!Don't miss our fully stocked bar, where you can order drinks from near or far. So come aboard and let's raise the bar, for a night you won't forget, no matter where you are!Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - Call/text Allan (646)-263-4593 Open-Air deck and a climate-controlled cabins;2 levels of music (Outdoor Floor of Music ;  Indoor Floors of Music)Live DJs playing Hip Hip & R&B, Reggae and all styles of Latin Music, Pop, Top 40, Oldies & more on other floors.Rain? No problem, there are two large  indoor dance floors and indoor sitting areas! Food Available for Purchase.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed)VIP Ticket Includes Express Line Entry (and access to a VIP area if a VIP area is designated on a certain cruise)Free Street Parking Available around the Pier (it is relatively easy to find parking). There is also paid parking above the pier ($30 per vehicle).The dress code is Dress to Impress: No hats | No Tims/boots | No joggers | No sweats | No basketball shortsContact us for more information & special reservations call / text  Allan  (646) 263 -4593Event Information:Brunch  boarding: Boarding: 12:00 PMDeparture: 12:45 PMReturn: 3:30 PMEnds:4:00 PM---------------------Sunset Cruise Boarding:Boarding: 6:00 PMDeparture: 6:45 PMReturn: 9:30 PMEnds:10:00 PM---------------------Night Boat Party Boarding:Boarding: 11:00 PMDeparture: 11:45 PMReturn: 2:30 AMEnds:3:00 AM Rain or Shine21&over with the Valid physical ID",https://www.eventbrite.com/o/boat-parties-of-america-19945329781,https://www.eventbrite.com/e/hip-hop-hookah-boat-ride-party-cruise-tickets-622789779997,NYC
VIP NYC Yacht Party Cruise,"August 11, 2023, 11:30 PM","August 12, 2023, 03:30 AM","2430 FDR Dr., New York, NY 10010","Join the #1 NYC yacht party cruise us for a fun  sail by the Statue of Liberty, Brooklyn Bridge, Freedom Tower, etc. on a 100 ft, 2-deck private yacht with a live DJ! Enjoy both outdoor and indoor areas for all to be comfortable.Cruise through the city and take in the sights, with a panoramic view of the NYC skyline, while enjoying music and drinks for the night. Grab your friends or come alone and get ready to enjoy an experience you won't forget!• Features two climate controlled decks, custom LED lighting, state-of-the-art sound system & HDTVs, dance floors and Exterior Sky Deck!•  Live DJ Plays The Best Party Music • Scenic 3-hour cruise of the NYC harbor; Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more•   All Ages (21 & Over) Are Welcome To Attend•  About 75% Come Alone So Don't Worry If You're Coming By Yourself• 2 Fully Stocked Bars With Amazing Cocktails• The boat will sail rain or shine! The boat has two levels. Both levels have climate controlled areas - indoor & outdoor• Great for birthdays /parties/ bachelorette / bachelor / anniversaries / graduations & more (Balloons & Cakes permitted) • For more info on group packages, email - loumeetup@gmail.comGroup packages include:Reserved Section for your partyVIP Priority Boarding Personalized Flyer to send to your guestsBalloons & Cakes permittedBottle Service availableDiscounted Tickets  •  No specific dress code but we suggest Trendy/Neat Casual• There is paid parking at the marina, or you can try to find parking on the street. Cruise tickets are non-refundable.",https://www.eventbrite.com/o/nyc-social-group-31639983301,https://www.eventbrite.com/e/vip-nyc-yacht-party-cruise-tickets-596065005477,NYC
"BANDS DO BK — THE BOOK! — BDAY BASH ft. Sharkswimmer, Climates + more","September 06, 2023, 09:00 PM","September 07, 2023, 11:30 PM","1272 Broadway, Brooklyn, NY 11221","8﻿:00PM Doors // 9:00PM Show2﻿1+$﻿12 adv // $15 dosS﻿harkswimmerWith guitar music arguably in its most creatively rich period in at least two decades, bands are at long last reclaiming the sense of identity that made rock such a potent force in the first place. Fittingly, Brooklyn, NY quartet Sharkswimmer has identity in abundance, and their unique brand of introspective, melodic post-hardcore informed alt-rock is a worthy entry into the emerging canon.On their debut LP and first release for Really Rad Records, Serenity, Sharkswimmer calls forth the aggressive melodicism of 90s post-hardcore greats like Planes Mistaken For Stars, the hook-heavy punch of 2010s alt-rock acts such as Basement, and the gritty emotional vulnerability of contemporaries like Fiddlehead for a stunning full-length effort that is dripping with personality. Written over several months and recorded with producer/engineer Jon Markson (Drug Church, Koyo, Soul Blind), Serenity is, at its core, a remarkably well-crafted alt-rock record with bursts of aggression that befit the band’s DIY roots. Disarmingly earnest lyricism that evokes the most heart-wrenching ballads of 90s emo serves as a perfect counterbalance to the record’s sonic aggression, anchoring it to the humanity that makes up the record’s spiritual center. Largely a vehicle for vocalist/guitarist and principle songwriter Justin Buschardt to exercise the emotional trauma of divorce, Serenity explores the universality of heartbreak against a backdrop of anthemic, guitar-driven tracks that would be as at home on the Jade Tree catalogue of the 90s as they are next to contemporary acts such as Drug Church or Militarie Gun.As rich as the current rock landscape is, it could just as easily be overcome with cheap imitations and pretenders. Luckily, Sharkswimmer is here to ensure that doesn’t happen. With a healthy portion of pathos and pop hooks, Serenity is an immediately arresting affair that secures the band’s status as well-deserving heirs to the alt-rock throne. E﻿xtra SpecialExtra Special is the indie pop/rock solo moniker of Amelia Bushell (Belle Mare, Grim Streaker). Formed in Brooklyn, NY in 2019, the project aims to tell stories of love, heartache, poor choices, and the hardships of young adulthood in a vulnerable, blunt and often humorous way.",https://www.eventbrite.com/o/the-broadway-20150099203,https://www.eventbrite.com/e/bands-do-bk-the-book-bday-bash-ft-sharkswimmer-climates-more-tickets-694237883197,NYC
Fireside Chat with ClimateTech Insider Sophie Purdom,"September 19, 2023, 05:30 PM","September 19, 2023, 07:30 PM","1014 5th Avenue, New York, NY 10028","Impact Hustlers, the Global Community for Impact-Driven Founders, launches their New York chapter with a fireside chat at 1014 during the New York City Climate Week 2023.We're excited to welcome Sophie Purdom, who has recently launched her new venture capital fund, Planeteer Capital. She also writes CTVC, a newsletter on climate & innovation with 50,000+ subscribers, sharing the latest findings, research and insight for the ClimateTech community. Hosted by Impact Hustlers’ Founder Maiko Schaffrath, you can expect a warm welcome, great conversation, and plenty of connections as we help create more impact one connection at a time.Join us for this special opportunity not only to dive into the impact knowledge but to mingle with fellow founders, investors, and experts in a supportive community.5:00 PM - 5:30 PM: Registration, 5:30 PM - 6:40 PM: Fireside Chat with Sophie Purdom. Followed by a Networking Reception.VENUE ACCESSIBILITYUnfortunately, 1014 Fifth Avenue is in the process of being refurbished, and is not fully accessible in its current state. We apologize to our guests and kindly ask you to contact j.isaacs@1014.nyc if you need further information or assistance. We will do our best to enable everyone to join us.",https://www.eventbrite.com/o/1014-34192319459,https://www.eventbrite.com/e/fireside-chat-with-climatetech-insider-sophie-purdom-tickets-694158716407,NYC
"MIDNIGHT JEWEL YACHT PARTY NYC! Saturday., August 12th","August 12, 2023, 11:45 PM","August 13, 2023, 03:30 AM","Skyport Marina 2430 FDR Drive New York, NY 10010","NIGHT NYC YACHT PARTY!! Saturday, August 12th**11:45pm- 3:30am",Eventbrite,https://www.eventbrite.com/e/midnight-jewel-yacht-party-nyc-saturday-august-12th-tickets-529501030837,NYC
Soca Vs Reggae Labor Day Weekend Yacht Party,"September 03, 2023, 11:00 PM","September 04, 2023, 03:00 AM","2430 Fdr Drive Service Road East, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 6:30PM! ****The Official Soca Vs Reggae ®Cruise Summer Yacht party at Skyport Marina Cabana Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Soca Vs Reggae Sunset Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowCustomers can arrive by 10:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 10:45pm, Sail 11:30pm. The Yacht returns to Marina at 3:00am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!BDAYS,tables or more info: ERIC MICHAEL EVENTS CELL: 917-659-9104Email: rsvp@ericmichaelevents.com**** YACHT WILL BE SAILING OUT AT 11:30PM! ****",https://www.eventbrite.com/o/eric-michael-events-42439319163,https://www.eventbrite.com/e/soca-vs-reggae-labor-day-weekend-yacht-party-tickets-612234859947,NYC
All White All Night Boat Party Cruise,"August 25, 2023, 10:00 PM","August 26, 2023, 02:30 AM","353 West, New York, NY 10014","Get ready to set sail in style with the All White Hip Hop Boat Party! Dress to impress in your best white outfit and dance the day away to the hottest beats on the water while smoking hookah!Pick your poison! We have Brunch Cruises, Sunset Cruise and Night Time Boat Parties!Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Open-Air deck and a climate-controlled cabins;Live DJs playing all styles of Latin, Reggaeton but also Hip Hop, Oldies, R&B and more!Rain? No problem, there are indoor dance floors and indoor sitting areas! Food Available for Purchase.VIP Ticket Includes Express Line Entry.Free Street Parking Available around the area;Contact us for more information & special reservations: info@crustnation.com or call / text  Allan  (646) 263 -4593Event Information:Boarding: 10:00 PMDeparture: 10:30 PMReturn: 1:30 AMEnds:2:00 AM Rain or Shine21&over with the valid physical ID",https://www.eventbrite.com/o/boat-parties-of-america-19945329781,https://www.eventbrite.com/e/all-white-all-night-boat-party-cruise-tickets-686600710207,NYC
Saturday Night Yacht Party| DJs Spinning Hip Hop & Reggae | 21 & Over (NYC),"August 12, 2023, 11:00 PM","August 13, 2023, 03:00 AM","2430 FDR Drive, New York, NY 10010","HIP HOP / REGGAE YACHT PARTIES IN NY - NY'S HOTTEST – SATURDAY NIGHT YACHT PARTY 10 YEARS RUNNING!Join us for a dance cruise featuring NYC's Hottest DJs where you can party the night away and take in Manhattan  Landmarks including the Statue of Liberty, Brooklyn Bridge, Manhattan Bridge, Empire State Building & more! P﻿opular with both locals and out-of-town visitors, this series of yacht parties features live DJs spinning hits and classics that will get you and your friends on the dance floor. Get selfie-ready for your photos with the illuminated Manhattan skyline and Lady Liberty as your backdrop. These parties are the perfect setting for your next birthday party, bachelor/ette outing, or anything in between.D﻿ETAILS:2﻿1 & OverLocation:  The Jewel Yacht located at Sky Port Marina: 2430 FDR Dr, New York, NY 10010Board: 10:45pmSail:	   11:30pm (with or without you)All ticket sales are final. No Refunds, no exceptionsDUE TO HIGH VOLUME OF TICKETS BEING SOLD, PLEASE ARRIVE EARLY TO AVOID LONG LINES (PLAN FOR TRAFFIC AND GIVE YOURSELF TIME TO PARK).PLEASE NOTE: YOU ARE RESPONSIBLE FOR FOLLOWING DRESS CODE, ENTRANCE, ATTENDANCE & IDENTIFICATION POLICIES – ENTRY MAY BE DENIED IF GUIDELINES ARE NOT FOLLOWED & A REFUND WILL NOT BE ISSUED IN ANY SCENARIO.ID REQUIRED. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Men Dark Sneakers okay with collared shirt or button up. (NO T-shirts or any athletic wear, unless Hawaiian gear or print).THE DETAILS:Boat: Jewel YachtBoarding: 10:45pm (arrive early and plan for traffic and time to find parking)Sail: 11:30am (boat will leave with or without you and tickets are non-refundable)Skyport Marina (The Jewel Yacht) located at 2430 FDR Dr, New York, NY 10010ID is a Must. Cash Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck! The party happens rain or shine!YACHT PARTY DATES:APR 01, Sat, 11:00 PM - Sun, 3:00 AM EDTAPR 08, Sat, 11:00 PM - Sun, 3:00 AM EDTAPR 15, Sat, 11:00 PM - Sun, 3:00 AM EDTAPR 22, Sat, 11:00 PM - Sun, 3:00 AM EDTAPR 29, Sat, 11:00 PM - Sun, 3:00 AM EDTMAY 06, Sat, 11:00 PM - Sun, 3:00 AM EDTMAY 20, Sat, 11:00 PM - Sun, 3:00 AM EDTMAY 27, Sat, 11:00 PM - Sun, 3:00 AM EDTJUN 03, Sat, 11:00 PM - Sun, 3:00 AM EDTJUN 10, Sat, 11:00 PM - Sun, 3:00 AM EDTJUN 17, Sat, 11:00 PM - Sun, 3:00 AM EDTJUN 24, Sat, 11:00 PM - Sun, 3:00 AM EDTJUL 01, Sat, 11:00 PM - Sun, 3:00 AM EDTJUL 08, Sat, 11:00 PM - Sun, 3:00 AM EDTJUL 29, Sat, 11:00 PM - Sun, 3:00 AM EDTAUG 12, Sat, 11:00 PM - Sun, 3:00 AM EDTAUG 26, Sat, 11:00 PM - Sun, 3:00 AM EDTSEP 02, Sat, 11:00 PM - Sun, 3:00 AM EDT",https://www.eventbrite.com/o/intellectual-blondetm-events-15868323119,https://www.eventbrite.com/e/saturday-night-yacht-party-djs-spinning-hip-hop-reggae-21-over-nyc-tickets-551538495487,NYC
LATINO VIBES SUNSET BOOZE CRUISE IN NYC,"August 12, 2023, 05:30 PM","August 12, 2023, 10:00 PM","23rd St FDR Drive, New York, NY 10010","LATINOS SUNSET BOOZE CRUISE | PRE-DOMINICAN DAY YACHT PARTY CELEBRATIONCalling all party animals! Prepare to be blown away by the Latin Vibes Sunset Yacht Party, where the ocean becomes your dance partner and the night sky sets the stage for a wild celebration. Board the yacht and let the pulsating Latin beats guide your moves as we sail around the mesmerizing Manhattan skyline. With stunning sunset views and a vibrant atmosphere, this is the party you've been waiting for. Don't miss out on the hottest fiesta of the summer!Your Experience Includes:2 levels of climate controlled cabins - Main Floor and Upper DeckHookah available upon requestVIP Bottle Service and Sections Available - Call/Text (929)-333-4651 and/or email DrinkUpinNYC@gmail.com for more informationWaitress Service - order drinks right to your tableFood available for purchaseLive music provided by top DJs all night long - Latin , Reggaeton, & House Music!Large indoor dance floor and indoor seating areasEtiquette:Dress TRENDY & COMFORTABLE No  joggers, sweats, or basketball shorts!Event Information:Location @ CABANA YACHT - 2 Levels Climate Controlled Main Floor + Upper Deck Skyport Marina Cabana Yacht 23rd Street & FDR Drive, New York, NY 10010Boarding: 5:45PM | Returning: 10:00PM21+ w/ Physical ID | Drinks | Hookah Available | Bottle Service | Dinner Menu | Live Music Birthday Celebrations | Anniversary | Graduation | Bachelor/Bachelorette | Holiday Inquiries: Call/Text: (929)-333-4651 | Email: DrinkUpinNYC@gmail.com | Visit: www.DrinkUpinNYC.comDON'T FORGET TO FOLLOW US AT:IG: DrinkUpinNYCTikTok: DrinkUpinNYC",https://www.eventbrite.com/o/drinkupinnyc-34068162401,https://www.eventbrite.com/e/latino-vibes-sunset-booze-cruise-in-nyc-tickets-669944711667,NYC
LATINO VIBES NYC SUNSET BOOZE CRUISE,"August 19, 2023, 05:30 PM","August 19, 2023, 10:00 PM","Skyport Marina Cabana Yacht, 23rd St FDR Drive New York, NY 10010",Social Society Group,Social Society Group presents the Latin Vibes Yacht Party,https://www.eventbrite.com/e/sat-aug-19th-latino-vibes-nyc-sunset-booze-cruise-tickets-680496923617,NYC
8/18: Hip-Hop Vs Caribbean Midnight Yacht Party |Birthdays Free Entry,"August 18, 2023, 11:30 PM","August 19, 2023, 03:00 AM","2430 FDR Drive Service RD E, New York, NY 10010","**** YACHT WILL BE SAILING OUT AT 12:00am! ****The Official Hip-Hop Vs Caribbean Midnight Yacht  party at Skyport Marina Jewel Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Midnight Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 11:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 11:45pm, Sail 12:00am. The Yacht returns to Marina at 3am. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on   The Sunset   Jewel Yacht Cruise call/ or text 646-623-6619**** YACHT WILL BE SAILING OUT AT 12:00AM! ****",https://www.eventbrite.com/o/capital-events-marketing-group-9769672320,https://www.eventbrite.com/e/818-hip-hop-vs-caribbean-midnight-yacht-party-birthdays-free-entry-tickets-687827690137,NYC
Economic & Workforce Development Summit,"September 07, 2023, 09:00 AM","September 07, 2023, 03:30 PM","1 West 4th Street, New York, NY 10012","City & State’s Economic & Workforce Development Summit will offer industry executives, public sector leaders and academics the opportunity to share ideas and debate over critical issues such as changes in the workforce, economic opportunities, innovative ideas to grow NY business and more. The full-day event brings together the most influential leaders and thinkers in New York’s economic development fields.CLICK HERE TO VIEW THE FULL AGENDA All attendees may be required to provide government-issued photo ID upon entry. Walk-in registrants will be charged an additional fee and will be required to provide credit card payment on-site.Inclusion is one of the core values of City & State. Our goal is to create a company climate accessible to all, and proactively plan events free of physical, communication and/or other barriers so all individuals may meaningfully participate in our activities and events. Individuals with disabilities are encouraged to attend City & State sponsored events. If you require a reasonable accommodation in order to participate in this event, please contact Alexis Arsenault at aarsenault@cityandstateny.com or Isabelle Poulard at ipoulard@govexec.com.By registering for this event, you consent to receive emails from City & State/NYN Media and sponsors (e.g., daily newsletter), if any; and for us to share your contact information with the event sponsors who may contact you, about their related products and services.",https://www.eventbrite.com/o/city-state-ny-7786658717,https://www.eventbrite.com/e/economic-workforce-development-summit-tickets-664676153267,NYC
Afrobeats vs Caribbean NYC Labor Day Weekend Cabana Yacht Party Cruise,"September 03, 2023, 06:00 PM","September 03, 2023, 10:00 PM","East 23rd Street & FDR Drive, New York, NY 10010","Sunday Sept 3rd, 2023 - Afrobeats vs Caribbean NYC Labor Day Weekend Sunday Cabana Yacht Party Cruise 2023 at Skyport Marina Cabana Yacht located at 2430 FDR Drive New York, NY 10010. Join us as we celebrate Manhattan Labor Day Weekend Sunday Weekend on the Hudson Cruise at the Cabana Yacht in New York with NYC Hottests Djs overlooking Manhattan's Landmarks such as the Statue of Liberty, Brooklyn Bridge, Manhattan Bridge, Empire State Building & more!**** YACHT WILL BE SAILING OUT AT 6:30PM! ****Limited Tickets ** Limited CapacityWhat You'll GetCustomers can arrive by 5:45 p.m. for check-in with yachtBottle service priority Full name & email for priority reservation seating.The yacht will be sailing. Boarding 5:45pm, Sail 6:30pm. The Yacht returns to Marina at 9:30pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!For more ticket information on Afrobeats vs Caribbean NYC Labor Day Weekend Sunday Yacht Party Cruise 2023 call/ or text 3475920300 or GametightNY.com**** YACHT WILL BE SAILING OUT AT 6:30PM! ****PLEASE READ AND REVIEW THE TERMS OF SERVICE BY PURCHASING YOU ARE AGREEING TO OUR TERMS OF SERVICEBuy Tickets Now:Gametightny.comnycyachtpartycruise.comZeventa.com",https://www.eventbrite.com/o/tinna-l-13954839845,https://www.eventbrite.com/e/afrobeats-vs-caribbean-nyc-labor-day-weekend-cabana-yacht-party-cruise-tickets-579850748197,NYC
